c_first_name,c_last_name,c_preferred_cust_flag,c_salutation,cnt,ss_ticket_number
Krystal,Austin,Y,Mrs.,15,114217874
Lamar,Austin,Y,Mr.,15,58839823
Lavina,Austin,Y,Dr.,15,121273434
Lawrence,Austin,N,Mr.,15,65721812
Lawrence,Austin,N,Sir,15,175366605
Louise,Austin,N,Dr.,15,16258
Magnolia,Austin,N,Ms.,16,87631375
Margaret,Austin,Y,Dr.,15,138039880
Marion,Austin,Y,Dr.,15,90396795
Marjorie,Austin,N,Dr.,15,27454661
Matthew,Austin,N,Mr.,16,78764266
Maurice,Austin,Y,Sir,15,59503119
Michael,Austin,N,Sir,15,113253324
Nan,Austin,Y,Dr.,15,170113593
Oliver,Austin,N,Mr.,15,84085491
Rafael,Austin,N,Mr.,16,173012400
Richard,Austin,Y,Sir,16,161384839
Ruby,Austin,Y,Mrs.,15,184113331
Russell,Austin,Y,Mr.,16,99066376
Samantha,Austin,N,Ms.,16,199647366
Sarah,Austin,Y,Miss,16,53911919
Sarah,Austin,Y,Miss,15,85991577
Sarah,Austin,Y,Miss,15,193481120
Sherri,Austin,Y,Miss,15,22003579
Steven,Austin,Y,Dr.,16,99780732
Susan,Austin,Y,Mrs.,16,43804885
Sylvia,Austin,N,Ms.,16,108559628
Terry,Austin,N,Mr.,16,147125756
Theresa,Austin,Y,Mrs.,15,33463867
Theresa,Austin,N,Ms.,15,35370568
Tony,Austin,N,Mr.,16,60226687
Troy,Austin,Y,Mr.,15,7081123
Vincent,Austin,N,Mr.,16,185380486
Warren,Austin,Y,Dr.,15,144478373
Williams,Austin,Y,Sir,15,145203569
,Austin,,,15,75365656
,Austin,,,16,235551641
,Austin,N,,16,185197509
Anthony,Autry,N,Miss,16,122358112
Howard,Autry,N,Sir,15,68632090
Mildred,Autry,N,Miss,15,205624869
Robert,Autry,N,Dr.,15,95881271
Robert,Autry,N,Mr.,15,20078512
Shaneka,Autry,Y,Dr.,15,26268710
Wynona,Autry,N,Mrs.,15,148999652
James,Avalos,N,Sir,15,204973912
Joseph,Avalos,N,Dr.,16,236957946
Joseph,Avalos,,Mr.,15,229517868
Larry,Avalos,N,Mr.,15,222519122
Marjorie,Avalos,N,Mrs.,15,107791482
Rebecca,Avalos,Y,Ms.,15,95713794
Robert,Avalos,Y,Mr.,15,16135819
,Avalos,Y,Dr.,15,148510440
Angela,Avery,Y,Dr.,16,206821534
Candice,Avery,Y,Dr.,15,88157194
Debbie,Avery,Y,Miss,15,136431954
Della,Avery,Y,Miss,15,202674593
Francisco,Avery,N,Mr.,16,206434847
Jeanette,Avery,Y,Mrs.,16,223070434
Judith,Avery,Y,Miss,15,44654375
Kathryn,Avery,N,Mrs.,16,115003653
Keith,Avery,N,Dr.,15,123029598
Kyle,Avery,Y,Mr.,15,111586825
Kyle,Avery,N,Mr.,16,174370176
Luke,Avery,N,Mr.,15,41763685
Marion,Avery,N,Sir,15,225499769
Melissa,Avery,Y,Mrs.,16,186403709
Nicholas,Avery,N,Mr.,15,82132960
Ruth,Avery,Y,Dr.,16,83741336
Teresa,Avery,N,Miss,16,234733980
Thomas,Avery,Y,Dr.,15,213638268
Wallace,Avery,N,Mr.,16,32125213
Wallace,Avery,N,Mr.,16,227620816
Amanda,Avila,N,Miss,16,78217203
Andrew,Avila,Y,Ms.,15,37603531
Booker,Avila,Y,Mr.,15,2876721
Daniel,Avila,Y,Sir,15,198913925
David,Avila,Y,Sir,15,219950388
Jeanette,Avila,Y,Ms.,16,172187988
Jeffery,Avila,Y,Dr.,16,71151588
Judith,Avila,N,Miss,15,141189045
Keith,Avila,N,Mr.,15,56743626
Marie,Avila,Y,Mrs.,15,100256362
Molly,Avila,Y,Dr.,15,54521029
Nadia,Avila,N,Dr.,16,152178242
Ramona,Avila,Y,Dr.,15,93252748
Robert,Avila,N,Dr.,15,141064114
Royal,Avila,N,Dr.,15,171621597
Ryan,Avila,Y,Sir,15,150758529
Shantelle,Avila,Y,Miss,16,227055401
Sharon,Avila,N,Mrs.,16,56454982
Sherell,Avila,Y,Ms.,15,163096809
Vicki,Avila,Y,Ms.,15,128183793
William,Avila,N,Dr.,16,53138368
William,Avila,Y,Sir,15,148979881
,Avila,Y,Mr.,16,2752788
,Avila,,,15,22047776
,Avila,,,16,164186008
Bret,Aviles,Y,Sir,15,31814711
Lavon,Aviles,N,Mrs.,15,151065109
Sheri,Aviles,N,Mrs.,15,45922843
Tamara,Aviles,N,Ms.,15,150204656
Andrew,Ayala,N,Mrs.,15,69826114
Anna,Ayala,N,Miss,16,83822626
Barbara,Ayala,N,Ms.,15,2454107
Bertha,Ayala,Y,Mrs.,15,117173636
Calvin,Ayala,N,Mr.,16,15614581
Donn,Ayala,N,Sir,15,156670125
Dorthea,Ayala,Y,Ms.,16,188244217
Graig,Ayala,Y,Mr.,16,170026493
Helen,Ayala,Y,Miss,15,234713531
Helen,Ayala,Y,Ms.,15,238375141
Henry,Ayala,Y,Dr.,16,232171954
Heriberto,Ayala,Y,Sir,15,32581312
James,Ayala,N,Dr.,15,88322411
James,Ayala,N,Dr.,16,158279641
James,Ayala,Y,Mr.,15,177182598
James,Ayala,N,Mr.,15,212128774
Janice,Ayala,Y,Ms.,15,209264869
Jennifer,Ayala,N,Dr.,15,145036090
John,Ayala,N,Mr.,15,100877591
Judy,Ayala,N,Mrs.,15,175110309
Julius,Ayala,N,Mr.,15,116039348
Kathryn,Ayala,Y,Dr.,15,89380971
Kathy,Ayala,N,Dr.,15,76384848
Kevin,Ayala,N,Dr.,15,106686057
Laura,Ayala,Y,Ms.,15,101523138
Leonard,Ayala,Y,Dr.,16,118365407
Melissa,Ayala,N,Miss,15,14915102
Olga,Ayala,N,Mrs.,15,128268315
Philip,Ayala,Y,Dr.,16,30846363
Regina,Ayala,Y,Ms.,15,214052412
Richard,Ayala,Y,Mr.,15,92383456
Robert,Ayala,N,Mr.,15,122124898
Ruth,Ayala,Y,Dr.,15,193496886
Samuel,Ayala,Y,Mr.,16,189999509
Steven,Ayala,N,Mr.,15,109798980
Vida,Ayala,Y,Miss,16,95154957
William,Ayala,N,Mr.,15,215543181
,Ayala,Y,Mrs.,15,105292950
Amanda,Ayers,Y,Ms.,15,100056415
Arthur,Ayers,N,Mrs.,15,2668628
David,Ayers,N,Mr.,15,4721766
David,Ayers,N,Sir,15,88367979
Dean,Ayers,N,,15,94003925
Debbie,Ayers,Y,Ms.,15,34018464
Emilie,Ayers,N,Mrs.,15,156935528
Eric,Ayers,Y,Dr.,16,45679993
Eric,Ayers,N,Sir,15,22912792
Ernest,Ayers,N,Sir,15,222692019
Howard,Ayers,Y,Sir,16,27728440
Justine,Ayers,N,Mrs.,15,68898925
Kimberly,Ayers,N,Miss,16,71498468
Kristi,Ayers,N,Mrs.,16,174535418
Leona,Ayers,N,Mrs.,15,42993992
Linda,Ayers,Y,Mrs.,16,173666510
Michael,Ayers,Y,Mr.,15,102664856
Myron,Ayers,N,Sir,15,90806012
Myron,Ayers,N,Sir,15,201298158
Nicole,Ayers,N,Miss,16,29536002
Penny,Ayers,Y,Miss,16,54847345
Randall,Ayers,N,Sir,16,137900333
Robert,Ayers,N,Dr.,15,78691782
Robert,Ayers,N,Dr.,15,196119230
Ruth,Ayers,N,Dr.,15,9131592
Shane,Ayers,N,Sir,15,108501404
Susanne,Ayers,Y,Dr.,15,67412012
Victoria,Ayers,Y,Dr.,15,112781153
Zachary,Ayers,Y,Mr.,15,90585153
Roy,Ayres,Y,Dr.,15,107687938
Stacee,Ayres,Y,Dr.,15,115151154
Al,Babb,Y,Mr.,15,234415464
Bertha,Babb,N,Mrs.,16,154538915
Jacob,Babb,Y,Mr.,15,220281771
Rebecca,Babb,N,Dr.,15,11602650
Robert,Babb,Y,Dr.,16,28208192
Ronald,Babb,N,Mr.,16,130032766
Theodore,Babb,Y,Mr.,15,16324551
Victoria,Babb,N,Ms.,15,165945499
Barry,Babcock,N,Sir,15,109544809
Brenda,Babcock,Y,Dr.,15,168509045
Clay,Babcock,Y,Dr.,16,65230813
Harriet,Babcock,N,Mrs.,15,32207779
Herbert,Babcock,N,Dr.,15,171311346
John,Babcock,Y,Dr.,15,41268672
Luther,Babcock,N,Mr.,16,554221
Mahalia,Babcock,N,Miss,16,127109688
Robert,Babcock,N,Sir,15,87264002
Toby,Babcock,N,Mr.,15,202772727
Eva,Baber,N,Ms.,15,166918773
Keith,Baber,N,Sir,16,238647370
Michael,Baber,N,Mr.,15,31243638
Samella,Baber,N,Mrs.,15,147358171
Valentina,Baber,N,Dr.,15,153740073
Ashley,Babin,N,Miss,15,105355978
Benito,Babin,N,Dr.,15,25357035
Clara,Babin,N,Mrs.,15,55554982
James,Babin,Y,Dr.,15,136957183
Jennifer,Babin,Y,Miss,15,137988799
Malcolm,Babin,Y,Mr.,15,35127277
Scott,Babin,Y,Dr.,15,97376140
Scott,Babin,N,Dr.,15,5695610
Caroline,Baca,Y,Mrs.,16,67918510
Della,Baca,N,Ms.,15,115205231
Elizabeth,Baca,N,Dr.,15,107403972
Eric,Baca,Y,Dr.,15,109484106
Eric,Baca,N,Sir,15,161595680
Georgia,Baca,N,Mrs.,15,37825078
Janet,Baca,Y,Ms.,15,101814018
Jessica,Baca,Y,Dr.,15,211465794
Joseph,Baca,N,Mr.,15,4419672
Kenneth,Baca,Y,Sir,16,90047464
Latasha,Baca,N,Dr.,15,24812946
Natalie,Baca,N,Ms.,16,149133568
Ok,Baca,Y,Mrs.,15,50027631
Richard,Baca,Y,Dr.,15,146253067
Sandra,Baca,Y,Mrs.,16,126411192
Sylvia,Baca,Y,Mrs.,15,140707989
Christopher,Bach,Y,Dr.,15,8429880
Donald,Bach,N,Sir,16,233807551
Joshua,Bach,Y,Dr.,15,44456026
Kathy,Bach,Y,Mrs.,15,150071797
Michael,Bach,N,Sir,16,59267707
Scott,Bach,N,Sir,15,73972420
Betty,Bachman,Y,Miss,15,169745724
Cheryl,Bachman,Y,Ms.,16,168418576
Dolores,Bachman,N,Ms.,15,210003150
Gary,Bachman,N,Mr.,15,151707527
Charles,Back,Y,Mr.,16,51618092
Evelyn,Back,N,Mrs.,15,72965215
John,Back,N,Dr.,15,66838360
Lisa,Back,,Dr.,16,69485838
,Back,Y,,16,97905381
Anthony,Bacon,Y,Ms.,15,9561876
Austin,Bacon,N,Sir,15,93754970
Brandi,Bacon,Y,Ms.,15,153548480
Deborah,Bacon,Y,Ms.,15,229903045
Earl,Bacon,Y,Dr.,16,117799694
Gregory,Bacon,N,Sir,15,230695803
Ivan,Bacon,Y,Dr.,15,59205383
Joshua,Bacon,Y,Sir,16,161137488
Marcela,Bacon,N,Dr.,16,195066942
Sherry,Bacon,Y,Dr.,15,69360729
Sherry,Bacon,Y,Dr.,15,99381364
Sherry,Bacon,N,Dr.,15,186025221
Terri,Bacon,Y,Ms.,15,8361887
Terry,Bacon,N,Dr.,16,102537681
Thomas,Bacon,N,Sir,15,86912412
Vickie,Bacon,Y,Miss,15,224563399
,Bacon,,,16,15057660
Mark,Bader,Y,Dr.,15,293411
Michael,Bader,Y,Mr.,15,54728018
Scott,Bader,Y,Dr.,15,88135760
Candace,Badger,N,Dr.,15,139226675
David,Badger,N,Mr.,15,213199335
Joanne,Badger,N,Miss,15,77027214
Malik,Badger,N,Mr.,15,215292899
Michael,Badger,N,Sir,16,102368078
Michael,Badger,N,Sir,15,162955662
Mildred,Badger,Y,Ms.,15,67377518
Victor,Badger,N,Mr.,15,106926066
Yolonda,Badger,Y,Mrs.,15,150696
Antonio,Badillo,Y,Dr.,15,12627317
David,Badillo,Y,Dr.,15,8385022
Doris,Badillo,Y,Mrs.,15,152145757
Joanne,Badillo,Y,Miss,16,231463671
Krystal,Badillo,N,Dr.,15,227287144
Rebeca,Badillo,Y,Mrs.,15,3896970
Vicki,Badillo,N,Dr.,15,220927591
Andrea,Baer,N,Ms.,15,12054254
Ashley,Baer,N,Mrs.,15,202600558
Bettie,Baer,N,Miss,16,190089333
Cynthia,Baer,Y,Mrs.,16,22755004
Devon,Baer,N,Sir,15,198211850
Edward,Baer,Y,Dr.,15,131694201
George,Baer,N,Sir,16,120917117
Isa,Baer,N,Ms.,15,104194950
Janice,Baer,N,Ms.,16,175026834
Joshua,Baer,N,Sir,16,47980087
Leslee,Baer,N,Ms.,15,217029607
Naomi,Baer,Y,Dr.,15,83852281
Nichole,Baer,Y,Dr.,15,2549123
Rodney,Baer,N,Mr.,15,198710241
Wanda,Baer,N,Ms.,16,17090073
,Baer,,,16,36505164
Barbara,Baez,Y,,16,110260986
Brian,Baez,N,Dr.,16,47661103
Carla,Baez,Y,Miss,15,91602480
David,Baez,Y,Dr.,15,196755258
Frank,Baez,,,16,192608568
Gerard,Baez,N,Dr.,15,36837374
Katie,Baez,N,Ms.,15,148333210
Kristie,Baez,N,Miss,15,133338088
Linda,Baez,Y,Dr.,15,40219200
Paul,Baez,Y,Sir,15,175440906
Sonya,Baez,Y,Mrs.,16,157979070
Steve,Baez,N,Dr.,15,33908545
Sylvia,Baez,N,Mrs.,15,101975147
,Baez,Y,,15,47141669
Anne,Baggett,Y,Ms.,15,33056323
Bobby,Baggett,N,Sir,15,183587620
Daniel,Baggett,Y,Dr.,15,27485946
Gary,Baggett,Y,Dr.,16,101546312
James,Baggett,N,Dr.,15,232759919
Jimmy,Baggett,Y,Dr.,16,137956402
Kristina,Baggett,N,Dr.,15,11866811
Mark,Baggett,N,Sir,15,210804951
Raymond,Baggett,N,Dr.,16,237189371
Robert,Baggett,Y,Mr.,16,84683511
Ruth,Baggett,Y,Miss,16,234447487
Timothy,Baggett,N,Mr.,15,23426381
Tommy,Baggett,N,Dr.,15,141564329
Christopher,Bagley,N,Dr.,15,36254386
Garry,Bagley,Y,Sir,16,230318955
Harold,Bagley,Y,Mr.,15,173118174
Joshua,Bagley,N,Dr.,15,46286995
Kristin,Bagley,N,Dr.,15,154632818
Leola,Bagley,,,15,56363222
James,Bagwell,N,Dr.,15,184113885
Jannie,Bagwell,Y,Mrs.,16,112960680
Lonnie,Bagwell,N,Sir,15,136635864
Mitchell,Bagwell,N,Mr.,15,60352807
Adella,Bailey,N,Miss,15,21522340
Adriana,Bailey,Y,Miss,15,26480011
Alan,Bailey,N,Sir,15,39906878
Alexander,Bailey,N,Ms.,16,225009554
Alton,Bailey,Y,Sir,16,208635325
Amy,Bailey,Y,Miss,15,148389550
Amy,Bailey,N,Ms.,16,187464451
Ana,Bailey,N,Mrs.,15,83489122
Andreas,Bailey,Y,Dr.,15,218548043
Anna,Bailey,N,Mrs.,15,131516351
Anne,Bailey,N,Mrs.,15,92306803
Annie,Bailey,Y,Miss,16,140844145
Anthony,Bailey,N,Mrs.,16,114487151
Ardath,Bailey,N,Ms.,15,48935554
Ashley,Bailey,N,Miss,15,98101903
Barbara,Bailey,N,Mrs.,15,100068195
Beatrice,Bailey,Y,Dr.,15,55003613
Bette,Bailey,Y,Dr.,16,56556602
Brandon,Bailey,N,Sir,15,98258895
Brenda,Bailey,Y,Miss,15,10941988
Brenda,Bailey,Y,Ms.,15,37691290
Brenda,Bailey,Y,Ms.,15,107678848
Brenton,Bailey,N,,15,64326422
Brett,Bailey,Y,Dr.,15,159347684
Carrie,Bailey,Y,Mrs.,16,13801724
Charles,Bailey,Y,Sir,15,125854801
Cheryl,Bailey,Y,Miss,15,48596196
Christine,Bailey,N,Mrs.,15,230640557
Cindy,Bailey,N,Mrs.,15,120744357
Courtney,Bailey,N,Sir,15,74025426
Cynthia,Bailey,Y,Dr.,15,5377298
Dale,Bailey,N,Sir,16,91786594
Daniel,Bailey,N,Sir,15,53723467
David,Bailey,Y,Dr.,16,86859423
David,Bailey,Y,Mr.,15,126209396
David,Bailey,Y,Mr.,15,154235843
David,Bailey,Y,Mr.,15,226897355
Delia,Bailey,N,Mrs.,15,202254644
Delores,Bailey,N,Miss,15,235901649
Dennis,Bailey,N,Dr.,15,71128413
Dolores,Bailey,Y,Dr.,15,11550317
Donald,Bailey,Y,Dr.,15,127641571
Donald,Bailey,N,Sir,15,862124
Doris,Bailey,Y,Ms.,15,236196200
Edward,Bailey,Y,Mr.,15,211991235
Edward,Bailey,N,Sir,15,122342932
Elaine,Bailey,Y,Miss,15,27716714
Elia,Bailey,N,Ms.,15,106906241
Elizabeth,Bailey,Y,Dr.,15,46970584
Eugene,Bailey,N,Sir,15,12624118
Florence,Bailey,N,Dr.,16,183251613
Fred,Bailey,Y,Sir,16,34998166
Gabrielle,Bailey,Y,Mrs.,15,69415248
Gary,Bailey,Y,Dr.,15,224948988
George,Bailey,N,Dr.,15,176843821
Georgia,Bailey,Y,Ms.,15,222528759
Gerald,Bailey,N,Mr.,15,218228639
Gilbert,Bailey,N,Mr.,15,3273725
Gilbert,Bailey,Y,Sir,16,119878932
Gina,Bailey,Y,Miss,15,193229905
Greg,Bailey,N,Sir,15,236014524
Gwendolyn,Bailey,Y,Mrs.,15,21423025
Hazel,Bailey,N,Ms.,15,184653355
Heather,Bailey,Y,Dr.,16,106746025
Heather,Bailey,Y,Miss,15,189049601
Helen,Bailey,N,Miss,16,236352147
Helen,Bailey,N,Mrs.,16,133181821
Hoyt,Bailey,N,Mr.,15,14547205
Jacob,Bailey,Y,Sir,16,215161625
James,Bailey,N,Mr.,15,124311277
James,Bailey,N,Mr.,16,166465853
James,Bailey,N,Mr.,15,194239470
Jane,Bailey,N,Ms.,15,143564353
Jason,Bailey,Y,Mr.,15,59005320
Jeffrey,Bailey,Y,Sir,15,129152750
Jennifer,Bailey,N,Ms.,15,133752500
Joana,Bailey,Y,Miss,16,208906424
Joann,Bailey,Y,Dr.,15,23476550
Jody,Bailey,Y,Dr.,15,231797012
John,Bailey,Y,Dr.,16,60895518
Jorge,Bailey,Y,Sir,15,13969307
Joseph,Bailey,N,Dr.,15,120176656
Julie,Bailey,N,Ms.,16,217052700
Kathryn,Bailey,N,Mrs.,15,162148927
Kenneth,Bailey,N,Sir,15,84945975
Kevin,Bailey,Y,Sir,15,158169595
Kimber,Bailey,N,Ms.,16,125919539
Kimberly,Bailey,N,Miss,15,119073630
Lawrence,Bailey,Y,Mr.,15,53979962
Leonard,Bailey,Y,Dr.,15,142024191
Lillian,Bailey,N,Dr.,15,103744744
Lilly,Bailey,N,Ms.,15,165252946
Linda,Bailey,Y,Dr.,15,124645994
Linda,Bailey,Y,Miss,15,14060638
Linda,Bailey,Y,Miss,16,87919388
Lisa,Bailey,N,Miss,16,205359752
Lisa,Bailey,Y,Mrs.,16,22397446
Lois,Bailey,Y,Mrs.,15,118610634
Louis,Bailey,Y,Dr.,15,130761907
Louise,Bailey,Y,Mrs.,15,178851058
Mai,Bailey,Y,Ms.,15,77921918
Margaret,Bailey,Y,Miss,15,196325854
Margaret,Bailey,Y,Ms.,15,16422852
Margaret,Bailey,N,Ms.,15,124991844
Marguerite,Bailey,N,Mrs.,15,2653458
Marie,Bailey,Y,Dr.,16,145922768
Marie,Bailey,N,Miss,15,120657984
Marie,Bailey,Y,Mrs.,16,128932498
Mark,Bailey,N,Mr.,15,30825884
Martha,Bailey,N,Mrs.,16,166886496
Marvin,Bailey,Y,Mr.,15,65058396
Melissa,Bailey,N,Mrs.,15,203290176
Michael,Bailey,Y,Dr.,16,188468856
Michael,Bailey,Y,Mr.,16,201288571
Michael,Bailey,N,Mr.,16,16965787
Michael,Bailey,N,Mr.,16,183541003
Michael,Bailey,Y,Sir,16,68521205
Michael,Bailey,Y,Sir,16,215896945
Michael,Bailey,N,Sir,15,27981184
Michelle,Bailey,Y,Dr.,15,104470756
Neil,Bailey,N,Sir,16,209164216
Nellie,Bailey,N,Ms.,15,119644065
Oleta,Bailey,Y,Mrs.,15,19617900
Oscar,Bailey,Y,Mr.,15,214996756
Paul,Bailey,N,Sir,15,204060182
Princess,Bailey,Y,Mrs.,15,206844457
Randall,Bailey,N,Mr.,15,117587243
Renata,Bailey,N,Mrs.,16,16621558
Rhonda,Bailey,Y,Miss,15,54832563
Richard,Bailey,N,Mr.,16,208917799
Rick,Bailey,Y,Sir,15,51144926
Robert,Bailey,Y,Dr.,15,221758983
Robert,Bailey,N,Dr.,16,10686870
Robert,Bailey,Y,Mr.,15,226836405
Roberta,Bailey,N,Mrs.,15,201980678
Rodney,Bailey,N,Sir,16,236690715
Ronald,Bailey,Y,Sir,15,780126
Rosa,Bailey,Y,Miss,15,99988872
Rose,Bailey,N,Mrs.,15,198554256
Sadie,Bailey,N,Mrs.,15,205220883
Sandra,Bailey,Y,Dr.,15,111266280
Sandra,Bailey,N,Mrs.,15,165262267
Sara,Bailey,N,Miss,16,26467336
Scott,Bailey,N,Mr.,15,78542235
Shane,Bailey,N,Mr.,16,213809201
Shane,Bailey,Y,Sir,15,73909741
Sheila,Bailey,N,Ms.,15,219423628
Stacie,Bailey,Y,Ms.,15,141131720
Stephanie,Bailey,Y,Mrs.,15,18991426
Stephen,Bailey,Y,Dr.,15,207140236
Stephen,Bailey,N,Dr.,15,128602622
Susan,Bailey,N,Dr.,16,73554367
Sylvia,Bailey,N,Dr.,15,29556637
Tammi,Bailey,N,Mrs.,16,142604652
Thelma,Bailey,Y,Mrs.,15,54398786
Thomas,Bailey,Y,Dr.,15,123882972
Thomas,Bailey,Y,Dr.,15,223294762
Thomas,Bailey,N,Dr.,15,109394599
Thomasine,Bailey,Y,Miss,15,95048926
Timothy,Bailey,N,Sir,15,117526844
Tony,Bailey,N,Mr.,16,180872555
Travis,Bailey,N,Dr.,15,205869715
Vada,Bailey,Y,Mrs.,15,21684950
Vincent,Bailey,N,Dr.,15,163178516
Virginia,Bailey,Y,Ms.,15,60873884
Wanda,Bailey,Y,Dr.,16,132135506
Wayne,Bailey,Y,Mr.,15,150884520
William,Bailey,Y,Dr.,15,46152317
William,Bailey,N,Sir,15,157983770
Zachary,Bailey,Y,Dr.,15,215039854
,Bailey,,Miss,15,157553515
,Bailey,,,15,12784175
,Bailey,N,,15,92143835
Amanda,Bain,N,Mrs.,16,213355447
Antonina,Bain,N,Mrs.,15,67346047
Barbara,Bain,Y,Ms.,15,95076823
Becky,Bain,N,Ms.,15,44657092
Bobby,Bain,N,Sir,15,111471648
David,Bain,Y,Sir,16,101422464
Ernestine,Bain,Y,Dr.,15,56873760
Frederick,Bain,N,Mr.,15,178727190
Marlon,Bain,N,Mr.,15,53792252
Megan,Bain,Y,Mrs.,16,167497662
Molly,Bain,Y,Mrs.,15,90903622
Tiffany,Bain,N,Mrs.,15,156069819
Arthur,Baines,Y,Ms.,15,24937636
Joanne,Baines,N,Miss,15,67981355
Warren,Baines,N,Sir,16,133152321
Derrick,Bair,N,Sir,15,199715121
Kathryn,Bair,N,Ms.,16,32763743
Marcella,Bair,Y,Dr.,16,2243490
Robert,Bair,N,Sir,15,128614842
Bobby,Baird,N,Sir,15,18533871
Christa,Baird,N,Ms.,15,114535362
Debra,Baird,N,Mrs.,15,162567598
Erica,Baird,N,Mrs.,16,106689032
Herman,Baird,Y,Mr.,15,237200952
Jacquelynn,Baird,N,Ms.,15,3991725
Jay,Baird,N,Mr.,15,149172981
Josef,Baird,N,Sir,15,162177290
Joseph,Baird,N,Mr.,15,10974033
Julianna,Baird,Y,Dr.,16,61522309
Justin,Baird,N,,15,174230480
Katie,Baird,N,Dr.,15,77257899
Kyle,Baird,Y,Dr.,15,224328901
Manuel,Baird,Y,Dr.,15,193374886
Richard,Baird,N,Sir,15,186655934
Scott,Baird,Y,Dr.,16,76903117
Tami,Baird,N,Dr.,15,137633436
Thomas,Baird,Y,Sir,15,126490741
Vernita,Baird,Y,Dr.,15,156923843
Yolanda,Baird,Y,Dr.,15,124810677
,Baird,Y,Ms.,16,56228921
Alene,Baker,Y,Mrs.,15,56620211
Alex,Baker,Y,Miss,15,73989984
Altha,Baker,Y,Dr.,16,109404278
Alvaro,Baker,N,Sir,15,89452669
Amanda,Baker,Y,Ms.,15,142893348
Amanda,Baker,Y,Ms.,15,229451765
Amber,Baker,N,Mrs.,15,93387451
Andrew,Baker,Y,Dr.,15,158306918
Andrew,Baker,Y,Ms.,15,212141959
Angela,Baker,N,Miss,16,126056109
Anita,Baker,Y,Miss,15,169282396
Anita,Baker,Y,Mrs.,16,21798527
Ann,Baker,N,Mrs.,15,117120328
Arleen,Baker,N,Mrs.,15,52976081
Arleen,Baker,N,Mrs.,15,234219645
Arthur,Baker,Y,Dr.,15,12910008
Ashley,Baker,Y,Mrs.,15,2281720
Asia,Baker,Y,Dr.,15,180144039
Audra,Baker,Y,Dr.,15,232439610
Aurelio,Baker,Y,Dr.,16,187922173
Barbara,Baker,N,Dr.,15,226916420
Beatrice,Baker,N,Dr.,15,81502120
Beatrice,Baker,N,Mrs.,16,235640635
Bernadette,Baker,Y,Ms.,15,183834481
Bethany,Baker,Y,Miss,15,31970136
Billy,Baker,N,Mr.,15,61104401
Billy,Baker,N,Sir,16,123065636
Billy,Baker,N,Sir,16,178811750
Bonita,Baker,Y,Miss,15,18925192
Brenda,Baker,Y,Miss,15,203643221
Brian,Baker,Y,Mr.,15,43893811
Byron,Baker,N,Dr.,16,225858958
Catherine,Baker,N,Ms.,15,87360714
Cecil,Baker,N,Sir,16,98815146
Charlene,Baker,N,Ms.,15,94252609
Charles,Baker,Y,Dr.,16,27160394
Charles,Baker,Y,Dr.,16,129506069
Charles,Baker,N,Mr.,15,192875269
Charles,Baker,Y,Sir,15,3372833
Charlie,Baker,Y,Dr.,15,112920131
Chris,Baker,Y,Dr.,15,161540395
Christine,Baker,N,Mrs.,15,74045025
Christine,Baker,N,Mrs.,16,216547452
Christopher,Baker,Y,Mr.,15,39198366
Christopher,Baker,N,Mr.,15,186093200
Clara,Baker,N,Ms.,15,26003420
Clinton,Baker,N,Dr.,15,171584474
Cody,Baker,Y,Dr.,15,61146846
Cody,Baker,N,Mr.,15,130044690
Consuelo,Baker,N,Ms.,15,21212109
Cory,Baker,Y,Dr.,15,165678724
Crystal,Baker,N,Ms.,15,154106169
Dallas,Baker,Y,Sir,15,88377141
Daniel,Baker,N,Mr.,16,59383697
Darlene,Baker,Y,Dr.,15,1214324
Darlene,Baker,Y,Miss,16,239744572
Darryl,Baker,Y,Mr.,15,220344393
David,Baker,N,Mr.,15,28146988
David,Baker,N,Mr.,15,219511213
David,Baker,Y,Sir,15,11544454
Deborah,Baker,Y,Miss,15,57142981
Deborah,Baker,Y,Ms.,16,162126365
Debra,Baker,Y,Dr.,15,2997019
Debra,Baker,N,Miss,15,136943003
Debra,Baker,N,Mrs.,15,45204712
Derick,Baker,Y,Dr.,16,148092329
Derrick,Baker,Y,Mr.,16,233980411
Devon,Baker,Y,Mr.,15,33750215
Donald,Baker,N,Dr.,15,44684870
Donald,Baker,N,Mr.,16,74788163
Donald,Baker,N,Mr.,15,142290287
Doris,Baker,Y,Dr.,16,163357342
Doris,Baker,Y,Mrs.,16,182716551
Dorothy,Baker,N,Dr.,15,236310358
Dustin,Baker,N,Dr.,16,128165921
Edmund,Baker,N,Mr.,15,82047140
Edwin,Baker,Y,Mr.,15,176602168
Elaine,Baker,Y,Mrs.,15,215820870
Elba,Baker,N,Mrs.,15,127611312
Elizabeth,Baker,Y,Ms.,16,224686220
Elsie,Baker,N,Miss,15,88397695
Emily,Baker,Y,Ms.,16,103901469
Felicia,Baker,N,Ms.,15,107571116
Frank,Baker,Y,Sir,15,19448540
Fred,Baker,N,Dr.,16,143511988
Gerald,Baker,Y,Dr.,15,89393819
Gilbert,Baker,Y,Sir,15,42834515
Gina,Baker,N,Ms.,15,82567148
Gina,Baker,N,Ms.,15,176368576
Gladys,Baker,N,Mrs.,15,89290375
Gloria,Baker,Y,Dr.,15,37409520
Gordon,Baker,N,Dr.,15,93841765
Grace,Baker,Y,Mrs.,15,233258566
Greg,Baker,N,Dr.,15,54579786
